sp.name,Longitude,Latitude
Hamadryas_glauconome,-96.134143,15.7691972
Hamadryas_glauconome,-96.537803,19.177588
Hamadryas_glauconome,-95.2707444,16.3797472
Hamadryas_glauconome,-96.5352413,19.182063
Hamadryas_glauconome,-96.1845208,15.7298019
Hamadryas_glauconome,-96.1845208,15.7298019
Hamadryas_glauconome,-95.0303152,16.8888652
Hamadryas_glauconome,-93.0953469,16.7959305
Hamadryas_glauconome,-96.535448,19.183988
Hamadryas_glauconome,-96.5403449,19.1754349
Hamadryas_glauconome,-96.5410763,19.1836316
Hamadryas_glauconome,-93.0805099,16.7940499
Hamadryas_glauconome,-95.2388888,16.3244438
Hamadryas_glauconome,-95.2388888,16.3244438
Hamadryas_glauconome,-96.5354838,19.1839302
Hamadryas_glauconome,-93.0810897,16.7942897
Hamadryas_glauconome,-96.151805,15.755063
