sp.name,Longitude,Latitude
Hamadryas_glauconome,-93.0833299,16.799158
Hamadryas_glauconome,-94.9898308,16.6317099
Hamadryas_glauconome,-93.0877999,16.7953516
Hamadryas_glauconome,-93.0540702,16.7681733
Hamadryas_glauconome,-95.2423299,16.3226991
Hamadryas_glauconome,-97.3270224,20.9178311
Hamadryas_glauconome,-96.5410741,19.1837855
Hamadryas_glauconome,-96.7154788,19.3562347
Hamadryas_glauconome,-96.1400999,15.76373
Hamadryas_glauconome,-96.1400999,15.76373
Hamadryas_glauconome,-106.4434299,23.2989999
Hamadryas_glauconome,-96.1082263,15.7801827
Hamadryas_glauconome,-96.1082263,15.7801827
Hamadryas_glauconome,-96.9594508,19.4519377
Hamadryas_glauconome,-96.5368744,19.1811313
Hamadryas_glauconome,-94.7557066,16.5894749
Hamadryas_glauconome,-93.0948069,16.7962158
Hamadryas_glauconome,-96.0514938,15.7992019
Hamadryas_glauconome,-95.0647988,16.7483899
Hamadryas_glauconome,-96.5354972,19.1843722
Hamadryas_glauconome,-96.1350799,15.7692361
Hamadryas_glauconome,-96.1350799,15.7692361
Hamadryas_glauconome,-96.464175,19.3437263
Hamadryas_glauconome,-96.1402416,15.7635266
Hamadryas_glauconome,-96.5379866,19.1780088
Hamadryas_glauconome,-93.0953038,16.7959305
Hamadryas_glauconome,-96.3207827,19.3294008
Hamadryas_glauconome,-96.5353563,19.1821113
Hamadryas_glauconome,-96.541213,19.187263
Hamadryas_glauconome,-96.5363394,19.181353
Hamadryas_glauconome,-96.1723849,15.7334813
Hamadryas_glauconome,-98.9637388,22.2150438
Hamadryas_glauconome,-95.2927499,16.2527888
Hamadryas_glauconome,-96.4401138,19.2870891
Hamadryas_glauconome,-96.1388308,15.760955
Hamadryas_glauconome,-99.2753788,21.2606769
Hamadryas_glauconome,-96.2203219,15.702375
Hamadryas_glauconome,-96.3884358,19.6021961
Hamadryas_glauconome,-96.4292752,19.2895944
Hamadryas_glauconome,-96.5368794,19.1811344
Hamadryas_glauconome,-96.4642333,19.3436697
Hamadryas_glauconome,-106.4429999,23.2989999
Hamadryas_glauconome,-96.4403449,19.2871313
Hamadryas_glauconome,-93.1026819,16.8835658
Hamadryas_glauconome,-96.540723,19.1760213
Hamadryas_glauconome,-95.2423299,16.3226991
Hamadryas_glauconome,-104.1228377,19.7966669
Hamadryas_glauconome,-96.5333027,15.6694027
Hamadryas_glauconome,-96.1357519,15.7699938
Hamadryas_glauconome,-96.538528,19.1825433
Hamadryas_glauconome,-99.4861363,21.1822708
Hamadryas_glauconome,-99.24,18.7663889
Hamadryas_glauconome,-99.06,18.7147222
Hamadryas_glauconome,-99.2825,18.4775
Hamadryas_glauconome,-99.5416667,21.2416667
Hamadryas_glauconome,-99.5416667,21.2416667
Hamadryas_glauconome,-99.5916667,21.3916667
Hamadryas_glauconome,-99.5916667,21.3916667
Hamadryas_glauconome,-99,18.4166667
Hamadryas_glauconome,-99.2736111,18.4897222
Hamadryas_glauconome,-99.2736111,18.4897222
Hamadryas_glauconome,-98.9927778,18.72
Hamadryas_glauconome,-98.9927778,18.72
